A4D250	A4D250
Q3ZAQ7	Q3ZAQ7
A0A2R8YFL7	A0A2R8YFL7
Q9BXS6	Q9BXS6
O60927	O60927
P62891	P62891
P62891	Q96EH5
P62891	Q59GN2
Q09MP3	Q09MP3
Q8TBF2	Q8TBF2
Q8TBF2	Q9BRX8
Q8N6K0	Q8N6K0
Q8WWL2	Q8WWL2
Q8WWL2	Q08AE8
Q5T2D2	Q5T2D2
Q5T2D2	A0A0K2S4Q6
Q5T2D2	Q496F6
Q5T2D2	A8K4G0
Q5T2D2	Q6UXZ3
Q5T2D2	Q08708
Q5T2D2	Q9UGN4
Q5T2D2	Q8TDQ1
Q5T2D2	Q6UXG3
Q6PJ21	Q6PJ21
O15127	O15127
O15127	O14828
O15127	O15126
O15127	Q969E2
O15127	Q8TAC9
Q6ZMD2	Q6ZMD2
Q6ZMD2	Q9H2V7
Q6ZMD2	Q8IVW8
P21583	P21583
Q8WU76	Q8WU76
Q96L03	Q96L03
P49591	P49591
P49591	Q9NP81
Q6ZQQ6	Q6ZQQ6
Q9UBH6	Q9UBH6
Q6PEW1	Q6PEW1
Q6PEW1	P0CG32
Q9Y3C8	Q9Y3C8
Q14146	Q14146
Q9BTF0	Q9BTF0
Q9BTF0	Q9BV44
Q92922	Q92922
Q92922	Q8TAQ2
Q92922	O15357
Q96EA4	Q96EA4
Q8NBB2	Q8NBB2
Q9BSH4	Q9BSH4
A6NFC5	A6NFC5
A6NFC5	B3SHH9
A6NFC5	Q9NY35
A6NFC5	H3BS89
A6NFC5	Q8NBL3
A6NFC5	Q9UF02
A6NFC5	P62955
A6NFC5	O60359
A6NFC5	Q9Y698
A6NFC5	Q9UBN1
A6NFC5	Q8WXS5
Q8NCJ5	Q8NCJ5
Q8NCJ5	Q6VN20
Q8NCJ5	Q96S59
Q5VVB8	Q5VVB8
Q9UEU0	Q9UEU0
Q8IWV8	Q8IWV8
Q8IWV8	Q8IWV7
Q8IWV8	Q6ZT12
O75386	O75386
O75386	O00294
O75386	P50607
O75386	O00295
Q6GPH4	Q6GPH4
Q6GPH4	O14545
Q9H3M7	Q9H3M7
Q9H3M7	Q96B67
Q9H3M7	Q8TBH0
Q9H3M7	Q8NCT1
O95670	O95670
O95670	Q96LB4
O95670	O75348
Q6PID6	Q6PID6
P0DJ93	P0DJ93
Q9NR45	Q9NR45
P04279	P04279
P04279	Q02383
A0A1B0GVG6	A0A1B0GVG6
P31948	P31948
P31948	Q8N5D0
P31948	Q9H892
P31948	Q9UNE7
P31948	Q15785
P31948	Q07617
P31948	Q8IWR0
P31948	Q9UGR2
P31948	Q13099
P31948	O95801
P31948	Q96EQ0
P31948	O43765
P31948	Q49AM3
P31948	Q96N46
Q6NW29	Q6NW29
P82921	P82921
Q9UGM6	Q9UGM6
Q3SXP7	Q3SXP7
Q08648	Q08648
Q08648	Q6PDA7
Q9NUY8	Q9NUY8
O75971	O75971
Q9UBS9	Q9UBS9
Q6PIF2	Q6PIF2
O75558	O75558
O75558	Q8N4C7
O75558	P32856
O75558	Q13277
O75558	Q12846
O75558	P61266
O75558	Q16623
Q9P0W8	Q9P0W8
Q9UHJ6	Q9UHJ6
Q9UH99	Q9UH99
Q9UH99	Q8TAQ9
Q9UH99	Q8TC36
Q9UH99	O94901
Q9UH99	Q9NPE6
P28908	P28908
Q8N616	Q8N616
Q8IZD0	Q8IZD0
Q969S6	Q969S6
Q5SNT2	Q5SNT2
Q9HAD4	Q9HAD4
Q6NUQ4	Q6NUQ4
Q96I59	Q96I59
Q96I59	O43776
Q96I59	P14868
Q96I59	Q6PI48
Q9P0N5	Q9P0N5
Q9P0N5	Q96HE8
Q5TGI4	Q5TGI4
Q5T7W0	Q5T7W0
P58557	P58557
Q9UHT4	Q9UHT4
Q92889	Q92889
Q8IX04	Q8IX04
Q8IX04	P00338
Q8IX04	P07864
Q8IX04	P07195
Q8IX04	Q9BYZ2
Q8IX04	Q6ZMR3
Q8IX04	Q99816
P17861	P17861
Q86XI8	Q86XI8
Q7Z739	Q7Z739
Q7Z739	Q9Y5A9
Q7Z739	Q9BYJ9
Q6ZV29	Q6ZV29
Q6ZV29	Q8IY17
Q9BZW5	Q9BZW5
Q9BZW5	Q9BZW4
P49638	P49638
P49638	Q5SYC1
P49638	Q8IUQ0
P49638	Q9BTX7
P49638	P12271
P49638	B5MCN3
P49638	Q9UDX3
P49638	Q9UDX4
P49638	O76054
P49638	O43304
P49638	Q92503
Q8NAX2	Q8NAX2
P13489	P13489
P13489	Q8WX94
P13489	Q9NX02
P13489	Q7RTR2
P13489	P59047
P13489	Q86W25
P13489	Q6UY01
P13489	Q9C000
P13489	Q9Y2G2
P13489	Q86W26
P13489	Q86W24
P13489	Q86W28
P13489	P59045
P13489	P59044
P13489	Q7RTR0
P13489	Q96P20
P13489	P59046
P13489	Q96MN2
P13489	Q9Y239
P13489	Q9HC29
P13489	P46060
Q15257	Q15257
Q9NRI6	Q9NRI6
Q9NRI6	Q5JQD4
Q9NRI6	P10082
Q9NRI6	P01303
Q9BTL3	Q9BTL3
Q9P2N2	Q9P2N2
Q9P2N2	Q8N392
Q9P2N2	Q5TG30
P02753	P02753
P02753	P05090
P02787	P02787
P02787	P02788
P02787	P08582
O15304	O15304
Q9UHR6	Q9UHR6
A0A0B4J264	A0A0B4J264
A0A0B4J264	A0JD32
A0A0B4J264	A0A0B4J275
A0A0B4J264	A0A1B0GX56
A0A0B4J264	A0A0A6YYK7
A0A0B4J264	A0A0A6YYC5
A0A0B4J264	A0A0B4J235
A0A0B4J264	P04437
A0A0B4J264	A0A075B6W5
A0A0B4J264	A0A0B4J273
A0A0B4J264	A0A0B4J241
A0A0B4J264	A0A0B4J249
A0A0B4J264	A0JD37
A0A0B4J264	Q15116
A0A0B4J264	A0A0B4J280
A0A0B4J264	A0A087WT02
A0A0B4J264	A0A075B6T8
A0A0B4J264	A0A1B0GX68
A0A0B4J264	P01733
A0A0B4J264	A0A0B4J2E0
A0A0B4J264	A0A1B0GX78
A0A0B4J264	A0A1B0GX31
A0A0B4J264	A0A1B0GX95
A0A0B4J264	A0A1B0GXF2
A0A0B4J264	A0A0K0K1E9
A0A0B4J264	P04435
A0A0B4J264	A0A1B0GX51
A0A0B4J264	A0A075B6N4
A0A0B4J264	A0A075B6N1
A0A0B4J264	A0A0K0K1G8
A0A0B4J264	A0A0K0K1A3
A0A0B4J264	A0A0K0K1G6
A0A0B4J264	A0A075B6N3
A0A0B4J264	A0A589
A0A0B4J264	A0A539
A0A0B4J264	A0A577
A0A0B4J264	A0A5B6
A0A0B4J264	A0A087WT03
A0A0B4J264	A0A0B4J268
A0A0B4J264	A0A0B4J265
A0A0B4J264	A0A578
A0A0B4J264	A0A0J9YX75
A0A0B4J264	A0A1B0GX49
A0A0B4J264	A0A0K0K1C4
A0A0B4J264	A0A0A6YYG3
A0A0B4J264	A0A0A6YYG2
A0A0B4J264	P0DPF7
A0A0B4J264	A0A0K0K1D8
A0A0B4J264	A0A0K0K1A5
A0A0B4J264	A0A0J9YXY3
A0A0B4J264	A0A0A6YYD4
A0A0B4J264	A0A0K0K1C0
A0A0B4J264	A0A584
A0A0B4J264	A0A5A6
A0A0B4J264	A0A5B0
A0A0B4J264	A0A087X0M5
A0A0B4J264	A0A087WV62
A0A0B4J264	A0A576
A0A0B4J264	A0A599
A0A0B4J264	A0A5A2
A0A0B4J264	A0A597
A0A0B4J264	A0A0B4J1U6
A0A0B4J264	A0A0C4DH59
Q6S9Z5	Q6S9Z5
O60290	O60290
O60290	A0A1B0GUU1
O60290	Q9HCI6
O43592	O43592
P02774	P02774
P02774	P43652
P02774	P02771
P02774	P02768
Q8IY57	Q8IY57
Q8IY57	Q8N488
Q71RG6	Q71RG6
P18206	P18206
P18206	Q9UI47
P18206	P26232
P18206	P35221
P18206	Q9UBT7
O60293	O60293
Q96S82	Q96S82
Q96S82	Q9UMX0
Q96S82	Q9UHD9
Q96S82	Q9NRR5
Q96S82	Q9H347
Q96S82	Q8IYU4
Q6PF05	Q6PF05
Q6PF05	Q5W5X9
Q6UXQ8	Q6UXQ8
O14562	O14562
Q9H1Y0	Q9H1Y0
Q9NRA8	Q9NRA8
O95260	O95260
Q9H1C7	Q9H1C7
Q9H1C7	Q9H305
P07148	P07148
P07148	P51161
P07148	P12104
Q5H9S7	Q5H9S7
Q8IWF2	Q8IWF2
Q9Y2G0	Q9Y2G0
Q9Y2G0	Q14156
Q6QHK4	Q6QHK4
Q6QHK4	Q01664
Q9P278	Q9P278
Q9P278	Q8TF40
Q6IC98	Q6IC98
P38646	P38646
P38646	P11021
P38646	P17066
P38646	P0DMV9
P38646	P48741
P38646	P34931
P38646	P11142
P38646	P0DMV8
P38646	P54652
P38646	O95757
P38646	P34932
P38646	Q92598
P38646	Q0VDF9
P38646	P48723
P38646	Q9Y4L1
A0A1B0GTR0	A0A1B0GTR0
Q9NQX3	Q9NQX3
O43559	O43559
O43559	Q8WU20
O43559	Q6PKX4
O43559	Q9P104
O43559	Q8TEW6
O43559	O60496
O43559	Q7L591
O43559	Q99704
Q16206	Q16206
Q16206	Q8TC92
Q5NDL2	Q5NDL2
Q5NDL2	Q8NAT1
Q9NVF7	Q9NVF7
Q6XXX2	Q6XXX2
O95208	O95208
O95208	Q9H201
O95208	Q9Y6I3
O95208	Q14677
O95208	Q8IYW4
A8K979	A8K979
A8K979	O43414
A8K979	Q8IV48
Q8N4Q1	Q8N4Q1
P04040	P04040
Q6ZSI9	Q6ZSI9
Q6ZSI9	Q9Y6Q1
Q6ZSI9	O75808
Q6ZSI9	A8MX76
Q6ZSI9	O15484
Q6ZSI9	Q9HC96
Q6ZSI9	P17655
Q6ZSI9	P20807
Q6ZSI9	A6NHC0
Q6ZSI9	Q9UMQ6
Q6ZSI9	P07384
Q6ZSI9	Q6MZZ7
Q6ZSI9	O14815
Q7Z4G1	Q7Z4G1
Q7Z4G1	Q9NX08
Q7Z4G1	Q86VX2
P47756	P47756
Q9UFG5	Q9UFG5
Q6PGQ7	Q6PGQ7
Q8IVU9	Q8IVU9
Q9NUB4	Q9NUB4
Q8WZ55	Q8WZ55
P48448	P48448
P48448	P43353
P48448	P30838
P48448	P51648
O94973	O94973
O94973	O95782
O94973	O14617
O94973	O75843
O94973	O43747
O94973	Q9UPM8
Q7Z3C6	Q7Z3C6
Q7Z3C6	Q674R7
A0A0U1RR37	A0A0U1RR37
Q15041	Q15041
Q8N888	Q8N888
Q7Z3E5	Q7Z3E5
Q6PIY5	Q6PIY5
P30043	P30043
P04114	P04114
Q14008	Q14008
Q5VT52	Q5VT52
Q5VT52	Q96P16
Q5VT52	Q9NQG5
Q5GAN4	Q5GAN4
Q9HCM1	Q9HCM1
Q8N0T1	Q8N0T1
P01848	P01848
Q496A3	Q496A3
Q9Y3V2	Q9Y3V2
Q8WV15	Q8WV15
Q8WV15	Q5JRV8
Q9HAJ7	Q9HAJ7
Q9HAJ7	O75446
Q7Z5V6	Q7Z5V6
Q96LQ0	Q96LQ0
P17568	P17568
O00566	O00566
Q9BRB3	Q9BRB3
O00233	O00233
O00233	Q9BQQ3
O00233	Q9H8Y8
Q9H903	Q9H903
Q9H903	P13995
Q9H903	P11586
Q9H903	Q6UB35
Q8NFH4	Q8NFH4
Q8NFH4	O76071
O43439	O43439
O43439	Q06455
O43439	O75081
O43439	O75398
Q93015	Q93015
Q49AM1	Q49AM1
Q49AM1	Q99551
P19387	P19387
P19387	O15160
Q9BYD6	Q9BYD6
Q96E11	Q96E11
A0A1B0GTD5	A0A1B0GTD5
P01137	P01137
P01137	P10600
P01137	P61812
P01137	O14793
P01137	O95390
P01137	P12644
P01137	O95393
P01137	Q9UK05
P01137	P12643
P01137	O95972
P01137	P12645
P01137	P55107
P01137	P43026
P01137	Q7Z4P5
P01137	Q6KF10
P01137	P09529
P01137	Q99988
P01137	O60383
P01137	P55103
P01137	P18075
P01137	P22004
P01137	Q7Z5Y6
P01137	P34820
P01137	P22003
P01137	Q9NR23
P01137	Q96S42
P01137	P58166
P01137	P08476
P01137	P27539
P01137	P05111
P01137	O00292
P01137	O75610
P01137	P03971
Q9BVC6	Q9BVC6
Q96PL1	Q96PL1
Q96PL1	Q96QR1
Q9BUB7	Q9BUB7
M5A8F1	M5A8F1
P53999	P53999
Q96KW9	Q96KW9
A6NJY1	A6NJY1
A6NJY1	Q4ZJI4
A6NJY1	Q86UD5
Q8IY81	Q8IY81
Q8IY81	Q9UET6
Q8IY81	Q9UI43
Q6UWK7	Q6UWK7
Q5VYK3	Q5VYK3
Q9BTP7	Q9BTP7
Q2VPK5	Q2VPK5
Q16775	Q16775
Q16775	Q6PII5
Q16775	Q8N490
Q9H7T0	Q9H7T0
Q9Y625	Q9Y625
Q9Y625	P35052
Q9Y625	O75487
Q9Y625	Q8N158
Q9Y625	P78333
Q9Y625	P51654
Q86SX6	Q86SX6
Q86SX6	O76003
Q05D60	Q05D60
Q05D60	Q96MT8
Q9NXE8	Q9NXE8
Q6NUI2	Q6NUI2
Q6NUI2	Q9HCL2
Q86US8	Q86US8
Q86US8	Q5T5J6
Q86US8	Q9UPR3
Q86US8	Q92540
P57053	P57053
P57053	Q99877
P57053	Q6DN03
P57053	Q5QNW6
P57053	Q96A08
P57053	P62807
P57053	Q99880
P57053	P23527
P57053	Q8N257
P57053	P58876
P57053	Q6DRA6
P57053	P33778
P57053	Q99879
P57053	Q93079
P57053	O60814
P57053	Q16778
P57053	P06899
P57053	P0C1H6
P57053	Q7Z2G1
Q14773	Q14773
Q14773	P13598
Q14773	P05362
Q14773	P32942
Q14773	Q9UMF0
Q9Y664	Q9Y664
Q9BS40	Q9BS40
Q9BS40	P49788
Q9UHG2	Q9UHG2
Q6MZQ0	Q6MZQ0
Q6MZQ0	P85299
O43612	O43612
Q96KE9	Q96KE9
Q96KE9	Q9Y2F9
Q96KE9	Q9H0C5
Q96KE9	Q9BX70
Q96KE9	O94955
P04141	P04141
Q2TAC2	Q2TAC2
Q6P9F0	Q6P9F0
Q96MF4	Q96MF4
Q8NEP4	Q8NEP4
Q9P000	Q9P000
Q8IWF9	Q8IWF9
Q8IV13	Q8IV13
Q8IV13	Q5T5M9
Q8IV13	Q8N9N2
Q8IV13	F2Z398
Q8N998	Q8N998
A6NNP5	A6NNP5
Q567U6	Q567U6
O43889	O43889
O43889	Q8TEY5
O43889	Q68CJ9
O43889	Q96BA8
O43889	Q70SY1
Q6UUV7	Q6UUV7
Q6UUV7	Q53ET0
Q5TGI0	Q5TGI0
Q8N9I9	Q8N9I9
Q8N9I9	Q9Y2E6
Q8N9I9	Q86Y01
Q8N9I9	Q86UW9
Q8N9I9	Q8TDB6
Q8N9I9	P35226
Q8N9I9	P35227
Q8N9I9	Q86SE9
Q8N9I9	Q99496
Q8N9I9	Q06587
Q8N9I9	Q9BYE7
Q8N9I9	Q3KNV8
Q8N9I9	Q9BSM1
Q9Y5P3	Q9Y5P3
Q9Y5P3	A7XYQ1
Q9Y3B9	Q9Y3B9
Q6NT89	Q6NT89
Q96T21	Q96T21
Q96T21	Q93073
Q9HBF5	Q9HBF5
Q9HBF5	Q16548
Q9NX78	Q9NX78
Q9P0U1	Q9P0U1
P29083	P29083
H3BMG3	H3BMG3
O94972	O94972
C9J3V5	C9J3V5
Q7Z333	Q7Z333
Q7Z333	Q86YA3
Q7Z333	Q92900
Q7Z333	O60306
Q7Z333	Q9BYK8
Q7Z333	P42694
Q7Z333	Q9P2E3
Q7Z333	Q9HCE1
Q7Z333	P51530
Q7Z333	P38935
A0A0B4J200	A0A0B4J200
B3KS81	B3KS81
Q5QJE6	Q5QJE6
Q56A73	Q56A73
Q56A73	Q99865
Q56A73	Q5JUX0
Q56A73	Q9BPZ2
Q56A73	Q9Y657
Q15643	Q15643
Q12962	Q12962
Q86TN4	Q86TN4
O75888	O75888
O75888	Q92838
O75888	Q9Y275
Q9NRP4	Q9NRP4
O43175	O43175
O43175	Q13363
O43175	P56545
O43175	Q9UBQ7
Q9Y6Z4	Q9Y6Z4
Q96M27	Q96M27
Q96M27	Q8NDC0
Q96M27	Q8TEH3
Q96M27	Q6P3S1
Q96M27	Q8IV53
Q86SH4	Q86SH4
O00217	O00217
Q8TEM1	Q8TEM1
Q8TEM1	Q5VU65
Q6IQ20	Q6IQ20
Q02505	Q02505
Q02505	Q9H195
Q02505	Q685J3
Q02505	Q9UKN1
Q86U38	Q86U38
Q504Q3	Q504Q3
E7EW31	E7EW31
Q9H8H0	Q9H8H0
Q96IV0	Q96IV0
P49959	P49959
Q96S19	Q96S19
P61513	P61513
P61513	A6NKH3
Q6ZW05	Q6ZW05
Q6ZW05	Q96NR3
P05386	P05386
P05386	P05387
P05386	P05388
P05386	Q8NHW5
Q9Y279	Q9Y279
Q96EX3	Q96EX3
Q96EX3	Q5VTH9
Q96EX3	Q13409
Q96EX3	O14576
Q96EX3	Q9UI46
Q96EX3	Q8IWG1
Q96EX3	Q9NQW1
Q96EX3	O94979
Q96EX3	Q8WVS4
Q16831	Q16831
Q16831	O95045
Q9BPU9	Q9BPU9
Q9BPU9	Q9UPM9
Q9BPU9	Q9NXB0
Q01955	Q01955
Q01955	Q07092
Q01955	P02462
Q01955	P29400
Q01955	P08572
Q01955	Q14993
Q01955	Q14031
Q01955	P53420
Q01955	A8TX70
Q01955	A6NMZ7
P12110	P12110
P12110	Q02388
P12110	Q8IZC6
P12110	Q2UY09
P12110	Q99715
P12110	O95460
P12110	Q05707
P12110	P12111
P12110	Q0VD83
P12110	Q13349
P12110	P20702
P12110	P11215
P12110	P20701
P12110	O75578
P12110	Q9UKX5
P12110	P17301
P12110	Q13683
P12110	P26006
P12110	P38570
P12110	P56199
P12110	P13612
P12110	Q13797
P12110	P08648
P12110	P23229
P12110	P06756
P12110	P53708
P12110	P08514
P12110	P80108
P12110	Q96P44
P12110	Q86Y22
P12110	Q9BXS0
P12110	Q9P218
P12110	O43405
P12110	Q8NFW1
P12110	Q5GFL6
P12110	Q9UPA5
P12110	Q9Y6V0
P12110	Q96B18
P12110	O15232
P12110	P21941
P12110	P98095
P12110	P58335
P12110	Q9H6X2
P12110	A6NF34
O43681	O43681
Q00005	Q00005
Q00005	P63151
Q00005	Q9Y2T4
Q00005	Q66LE6
P36575	P36575
P36575	P32121
P36575	P49407
P36575	P10523
Q4LEZ3	Q4LEZ3
H3BU77	H3BU77
Q9Y4X3	Q9Y4X3
Q9Y4X3	Q9NRJ3
Q9Y592	Q9Y592
Q9BZB8	Q9BZB8
Q9BZB8	Q17RY0
Q9BZB8	Q8NE35
Q9BZB8	Q7Z5Q1
Q6P387	Q6P387
Q8WY22	Q8WY22
Q9GZQ3	Q9GZQ3
O75128	O75128
O75128	Q53SF7
P07741	P07741
P25054	P25054
P25054	O95996
P24387	P24387
P07358	P07358
P07358	P10643
P07358	P07357
P07358	P13671
P07358	P02748
P07358	P27918
Q711Q0	Q711Q0
Q96MC9	Q96MC9
Q5I7T1	Q5I7T1
Q5I7T1	Q5BKT4
Q719I0	Q719I0
Q719I0	O95433
Q8NEQ5	Q8NEQ5
P0CG13	P0CG13
Q96RY5	Q96RY5
O95628	O95628
Q8N1G2	Q8N1G2
Q8N1G2	Q8IYT2
O14525	O14525
O14525	O75129
Q5TA50	Q5TA50
Q5TA50	A6NH11
Q5TA50	O95397
Q5TA50	Q96JA3
Q5TA50	Q9NZD2
Q5TA50	Q9HB20
Q5TA50	Q9Y5P4
Q5TEZ5	Q5TEZ5
Q5T5A4	Q5T5A4
O95992	O95992
O95992	Q15800
O95992	O75845
O95992	Q96IV6
Q92481	Q92481
Q92481	Q7Z6R9
Q92481	Q92754
Q92481	Q6VUC0
Q92481	P05549
B1AJZ1	B1AJZ1
A6NI87	A6NI87
A6NI87	Q9Y3M2
A6NI87	Q8NA61
Q86Y28	Q86Y28
Q86Y28	Q13072
Q86Y28	Q86Y27
Q86Y28	Q86Y30
Q86Y28	Q86Y29
Q9HBI5	Q9HBI5
P12821	P12821
P12821	Q9BYF1
Q8ND61	Q8ND61
Q8ND61	Q7L0X2
Q8ND61	Q5W0A0
A8K010	A8K010
P98194	P98194
P98194	O75185
P98194	Q9P241
P98194	O94823
P98194	O60423
P98194	Q8NB49
P98194	P98196
P98194	P98198
P98194	Q9Y2G3
P98194	Q8TF62
P98194	Q9Y2Q0
P98194	Q9NTI2
P98194	O60312
P98194	O43520
P98194	O75110
P98194	O43861
P98194	Q4VNC0
P98194	Q9H7F0
P98194	Q4VNC1
P98194	Q9NQ11
P98194	Q9HD20
P98194	P05023
P98194	P54707
P98194	P13637
P98194	P20648
P98194	P50993
P98194	Q13733
P98194	P23634
P98194	P20020
P98194	Q01814
P98194	Q16720
P98194	O14983
P98194	Q93084
P98194	P16615
P98194	P35670
P98194	Q04656
P55056	P55056
A8MUL3	A8MUL3
Q8WXQ3	Q8WXQ3
Q9BV87	Q9BV87
Q9UHK6	Q9UHK6
Q9UHK6	Q9HAC7
Q5NE16	Q5NE16
Q5NE16	P07711
Q5NE16	O60911
P51861	P51861
Q3SXR2	Q3SXR2
Q7Z4U5	Q7Z4U5
Q96BT1	Q96BT1
Q8N3I7	Q8N3I7
Q96LM1	Q96LM1
Q86WS4	Q86WS4
P0CE67	P0CE67
Q6UWJ8	Q6UWJ8
Q6UWJ8	Q04900
Q3B7I2	Q3B7I2
Q3B7I2	Q9Y2B0
O15145	O15145
Q8NA66	Q8NA66
Q8NA66	Q96M20
Q8N6V4	Q8N6V4
P54687	P54687
P54687	O15382
L0R819	L0R819
O95394	O95394
P78560	P78560
Q13867	Q13867
Q8WW14	Q8WW14
Q8IYR0	Q8IYR0
Q8N1V8	Q8N1V8
P52209	P52209
Q6ZU35	Q6ZU35
Q9H7T3	Q9H7T3
Q9H7T3	Q8N350
Q8TEF2	Q8TEF2
Q8N326	Q8N326
Q5U649	Q5U649
Q13286	Q13286
P0C7V0	P0C7V0
Q5T9G4	Q5T9G4
Q9HDC9	Q9HDC9
Q9NQ32	Q9NQ32
P53396	P53396
P78314	P78314
A8MVX0	A8MVX0
Q6NXE6	Q6NXE6
Q9NY47	Q9NY47
Q9NY47	Q8IZS8
Q9NY47	Q7Z3S7
Q9NY47	P54289
Q9NY47	Q5VU97
Q8NAA6	Q8NAA6
Q13145	Q13145
Q96QE3	Q96QE3
E9PRG8	E9PRG8
Q5TC04	Q5TC04
Q8WWK9	Q8WWK9
Q8WWK9	Q8IYA6
P02654	P02654
P41223	P41223
P11597	P11597
Q8N5M1	Q8N5M1
Q5T5F5	Q5T5F5
P22760	P22760
P22760	Q6P093
P22760	Q05469
P22760	Q6PIU2
P22760	Q5VUY0
P22760	Q5VUY2
P10606	P10606
A8MU93	A8MU93
P40259	P40259
P0DP23	P0DP23
P0DP23	P0DP25
P0DP23	P27482
P0DP23	P0DP24
P0DP23	Q12798
P0DP23	P41208
P0DP23	O15182
P0DP23	P05976
P0DP23	P14649
P0DP23	P60660
P0DP23	P08590
P0DP23	P12829
P0DP23	Q9BXU9
P0DP23	Q86V35
P0DP23	A8MZ26
P0DP23	P02585
P0DP23	P63316
P0DP23	Q9NZU7
P0DP23	Q9NPB3
P0DP23	P57796
P0DP23	Q9NP86
P0DP23	Q8N7B9
P0DP23	Q8TD86
P0DP23	Q96GE6
P0DP23	P10916
P0DP23	Q9BUA6
P0DP23	O14950
P0DP23	P19105
P0DP23	P24844
P0DP23	Q02045
P0DP23	Q96A32
P0DP23	Q01449
P0DP23	A0A1B0GWK0
P0DP23	Q7Z572
P0DP23	Q8WWF8
P0DP23	P55008
P0DP23	Q9BQI0
P0DP23	Q9BUP0
P0DP23	Q96C19
P0DP23	Q5VUJ9
P0DP23	A8K855
P0DP23	Q9BUY7
P0DP23	A0PJX0
P0DP23	Q99828
P0DP23	Q96Q77
P0DP23	O75838
P0DP23	P05937
P0DP23	P22676
P0DP23	O76038
P0DP23	Q96LZ3
P0DP23	P63098
P0DP23	Q96BS2
P0DP23	P84074
P0DP23	P62760
P0DP23	P37235
P0DP23	Q9UM19
P0DP23	P61601
P0DP23	Q9UMX6
P0DP23	P43080
P0DP23	Q9NZI2
P0DP23	Q6PIL6
P0DP23	Q9Y2W7
P0DP23	Q9NS61
P0DP23	O95843
P0DP23	P35243
P0DP23	P62166
P0DP23	O43745
P0DP23	Q99653
P0DP23	Q9HAE3
P0DP23	P20472
P0DP23	Q9NZT1
P0DP23	P0CE72
P0DP23	P0CE71
P0DP23	P13796
P0DP23	P13797
P0DP23	Q14651
P0DP23	Q5JVL4
P0DP23	Q5JST6
Q494R4	Q494R4
Q99440	Q99440
P0CW27	P0CW27
A0A1B0GUS0	A0A1B0GUS0
Q6ZRZ4	Q6ZRZ4
Q5VTT2	Q5VTT2
Q7LGC8	Q7LGC8
Q7LGC8	Q9NS84
Q7LGC8	O43916
Q7LGC8	Q9GZX3
Q7LGC8	Q9GZS9
Q7LGC8	Q8NCG5
Q7LGC8	Q9Y4C5
Q53H64	Q53H64
Q53H64	Q6AI12
Q52M75	Q52M75
O43303	O43303
Q8N7Q2	Q8N7Q2
Q13185	Q13185
Q13185	P45973
Q13185	P83916
Q13185	Q14781
Q13185	O95931
Q13185	O00257
Q13185	Q9HC52
Q13185	O95503
Q13185	Q9Y232
Q13185	Q9Y6F8
Q13185	Q9Y6F7
Q13185	Q8N8U2
Q13185	Q99549
Q9NZN8	Q9NZN8
Q9NZN8	O75175
Q8N1D5	Q8N1D5
Q9BTV7	Q9BTV7
Q9BTV7	Q8TDN4
Q8WXG9	Q8WXG9
Q8IX95	Q8IX95
Q8IX95	Q96PC5
Q8IX95	P0CG41
Q8IX95	A4FU28
Q8IX95	Q8IX94
Q8IX95	Q86UF2
Q8IX95	Q96RT6
Q8IX95	A4D2H0
Q9HC47	Q9HC47
P63010	P63010
P63010	Q10567
P63010	Q9Y6B7
P63010	Q13367
P63010	O00203
Q8TD06	Q8TD06
Q8TD06	O95994
Q8TD06	O95881
Q86U37	Q86U37
Q8NFJ9	Q8NFJ9
Q4W4Y0	Q4W4Y0
Q9H972	Q9H972
Q96I85	Q96I85
Q5TEZ4	Q5TEZ4
Q8WYQ3	Q8WYQ3
Q8WYQ3	Q5T1J5
Q8WYQ3	Q9Y6H1
Q8N8D7	Q8N8D7
Q8N8D7	Q8IVV8
Q8N8D7	Q4KMZ8
Q8N8D7	Q5VXU1
Q969Q6	Q969Q6
Q969Q6	Q9Y5P8
Q969Q6	Q06190
Q9NZG7	Q9NZG7
Q9NZG7	Q92982
Q86XN7	Q86XN7
Q13253	Q13253
O75161	O75161
P20591	P20591
P20591	P20592
P20591	O00429
P20591	O60313
O14832	O14832
Q6P2Q9	Q6P2Q9
O60437	O60437
O60437	A8MZ36
O60437	Q92817
O60437	Q15149
O60437	P15924
O60437	Q03001
O60437	Q9UPN3
O60437	P58107
O60437	Q9NRC6
O60437	Q01082
O60437	P11277
O60437	Q9H254
O60437	O15020
Q9UK39	Q9UK39
Q9UK39	Q6L8Q7
Q9UK39	Q5VTE6
Q9UK39	Q9UNK9
Q9UK39	Q96LI5
Q9UK39	Q9ULM6
Q9UK39	Q86WK6
Q9UK39	Q86WK7
Q9UK39	Q9UQ13
Q9UK39	O95551
Q9BVL2	Q9BVL2
O75438	O75438
Q9UMS5	Q9UMS5
Q9UMS5	Q8N3S3
Q6ZP01	Q6ZP01
P31391	P31391
P31391	P30872
P31391	P46093
P31391	Q15743
P31391	Q8TDS5
P31391	Q9HC97
P31391	Q99705
P31391	P41145
P31391	P35372
P31391	P41146
P31391	P41143
P31391	P30874
P31391	P32745
P31391	P48146
P31391	P35346
P31391	P32238
P31391	P32239
P31391	Q969V1
P31391	Q9BXC0
P31391	Q8TDS4
P31391	P49019
P31391	O60755
P31391	O00254
P31391	P47211
P31391	P30556
P31391	O43603
